Adv2,INTERACTABLES,35,10,,,,,
20,1,21,26,IA021,-4,0,6,2
21,1,5,19,IA021,0,0,6,2
22,1,4,20,IA013,0,-52,0,0
28,1,27,23,IA021,-3,0,5,2
29,1,8,17,IA021,0,0,5,2
30,1,0,20,IA013,0,-52,0,0
10,2,28,8,HOOK_RAIL,1,-72,0,0
15,2,12,12,IA013,1,-76,0,0
17,2,3,12,TOGGLE_PLAYER_LAYER__BACK,0,0,5,2
17,2,19,13,TOGGLE_PLAYER_LAYER__BACK,0,0,3,3
17,2,22,13,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,3
17,2,3,14,TOGGLE_PLAYER_LAYER__BACK,0,0,2,21
17,2,5,14,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,21
19,2,24,9,IA008,0,-73,0,0
22,2,16,20,IA091,13,4,2,15
22,2,16,20,IA091,7,4,2,15
22,2,16,20,IA091,2,4,2,15
23,2,18,27,SPECIAL_SPRING,14,-91,0,0
25,2,5,27,IA095,-37,-91,0,0
25,2,10,30,IA013,0,-94,0,0
27,2,12,7,IA013,0,-71,0,0
5,3,15,16,TOGGLE_PLAYER_LAYER__BACK,0,0,5,2
5,3,31,17,TOGGLE_PLAYER_LAYER__BACK,0,0,3,3
5,3,15,18,TOGGLE_PLAYER_LAYER__BACK,0,0,2,20
5,3,17,18,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,20
6,3,2,17,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,3
7,3,18,21,IA081,0,0,2,3
9,3,8,6,IA031,-40,0,0,0
10,3,28,29,IA013,1,-125,0,0
13,3,7,14,IA014,0,-110,0,0
14,3,30,1,IA095,34,-97,0,0
14,3,30,1,IA008,0,-97,0,0
16,3,9,6,IA031,-9,0,0,0
20,3,20,4,IA013,0,-100,0,0
20,3,20,6,HOOK_RAIL,1,-102,0,0
20,3,20,28,IA013,1,-124,0,0
24,3,17,22,IA021,-4,0,6,2
25,3,14,19,IA008,0,-115,0,0
28,3,20,1,IA008,0,-97,0,0
28,3,7,2,IA022,0,-98,0,0
29,3,20,13,IA011,0,-109,0,0
29,3,14,23,IA114,0,-119,0,0
29,3,3,30,CHECKPOINT,6,-126,0,0
30,3,17,12,CHECKPOINT,5,-108,0,0
3,4,0,17,IA011,0,111,0,0
4,4,9,28,IA005,119,100,0,0
4,4,13,28,IA001,115,100,0,0
7,4,26,7,IA081,0,-1,2,3
8,4,26,22,IA022,-26,106,0,0
9,4,30,31,IA021,0,0,5,2
12,4,21,15,IA081,0,0,2,4
12,4,4,23,IA021,0,0,5,2
13,4,21,2,IA055,0,0,7,2
14,4,20,6,IA022,44,122,0,0
15,4,21,3,IA081,0,0,4,2
15,4,4,6,IA022,28,122,0,0
15,4,21,25,TOGGLE_PLAYER_LAYER__BACK,0,0,18,2
15,4,7,27,TOGGLE_PLAYER_LAYER__BACK,0,0,16,3
15,4,7,30,TOGGLE_PLAYER_LAYER__BACK,0,0,2,12
15,4,9,30,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,12
16,4,7,25,TOGGLE_PLAYER_LAYER__BACK,0,0,15,2
16,4,22,25,TOGGLE_PLAYER_LAYER__BACK,0,0,15,2
16,4,12,29,IA008,0,99,0,0
17,4,5,25,TOGGLE_PLAYER_LAYER__BACK,0,0,18,2
17,4,21,27,TOGGLE_PLAYER_LAYER__BACK,0,0,4,3
17,4,20,30,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,12
17,4,23,30,TOGGLE_PLAYER_LAYER__BACK,0,0,2,12
19,4,16,5,IA011,-112,123,0,0
21,4,4,4,IA005,92,124,0,0
22,4,25,10,CHECKPOINT,3,118,0,0
28,4,2,23,IA008,0,105,0,0
30,4,24,26,IA046,0,0,18,14
30,4,3,28,STAGE_GOAL,1,0,0,0
31,4,4,5,IA010,2,123,0,0
15,5,7,10,TOGGLE_PLAYER_LAYER__BACK,0,0,2,12
15,5,9,10,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,12
17,5,20,10,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,12
17,5,23,10,TOGGLE_PLAYER_LAYER__BACK,0,0,2,12
17,5,20,22,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,12
17,5,23,22,TOGGLE_PLAYER_LAYER__BACK,0,0,2,12
18,5,2,0,IA021,0,0,6,2
18,5,22,29,IA022,-86,67,0,0
18,5,0,30,IA069,0,0,12,4
19,5,25,8,IA022,-121,88,0,0
22,5,16,0,IA012,1,96,0,0
22,5,11,12,TOGGLE_PLAYER_LAYER__BACK,0,0,5,2
22,5,27,13,TOGGLE_PLAYER_LAYER__BACK,0,0,3,3
22,5,30,13,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,3
22,5,11,14,TOGGLE_PLAYER_LAYER__BACK,0,0,2,12
22,5,13,14,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,12
22,5,1,19,IA081,-1,0,3,2
22,5,11,26,TOGGLE_PLAYER_LAYER__BACK,0,0,2,12
22,5,13,26,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,12
23,5,16,15,IA022,16,81,0,0
24,5,22,15,IA008,0,81,0,0
26,5,20,12,IA013,0,84,0,0
31,5,5,6,IA046,0,1,18,14
31,5,17,18,IA046,0,2,18,14
7,6,10,5,IA114,0,59,0,0
7,6,16,31,IA011,0,33,0,0
9,6,16,12,IA001,-48,52,0,0
9,6,25,14,IA022,-57,50,0,0
10,6,15,8,IA021,0,0,4,2
11,6,28,1,IA095,-124,63,0,0
11,6,28,1,IA008,2,63,0,0
12,6,18,0,CHECKPOINT,2,64,0,0
12,6,9,1,IA095,119,63,0,0
12,6,8,2,IA015,1,62,0,0
14,6,30,31,IA008,0,33,0,0
15,6,8,12,IA031,24,0,0,0
19,6,26,12,IA031,-122,0,0,0
21,6,24,13,IA011,1,51,0,0
25,6,1,24,IA098,-33,40,0,0
26,6,20,10,IA013,0,54,0,0
27,6,18,2,IA012,0,62,0,0
4,7,31,19,IA085,97,13,0,0
7,7,4,11,IA010,2,21,0,0
10,7,14,16,IA094,-78,16,0,0
10,7,25,19,IA085,-89,13,0,0
14,7,6,22,IA005,58,20,0,0
15,7,10,22,IA094,22,10,0,0
16,7,22,28,IA094,-22,4,0,0
18,7,19,26,IA022,-83,6,0,0
18,7,31,28,IA094,-95,4,0,0
19,7,21,20,IA055,0,0,6,2
21,7,7,16,IA094,89,16,0,0
21,7,14,16,IA031,82,0,0,0
22,7,20,16,CHECKPOINT,4,16,0,0
23,7,18,10,IA005,14,22,0,0
24,7,9,4,IA098,-9,28,0,0
24,7,21,4,IA098,-21,28,0,0
5,8,24,8,IA031,72,0,0,0
5,8,13,20,IA089,0,-10,2,12
8,8,23,20,IA094,-23,-20,0,0
8,8,30,21,IA008,0,-21,0,0
10,8,4,21,IA010,1,-21,0,0
11,8,10,3,IA008,0,-3,0,0
11,8,22,8,IA005,-118,-8,0,0
12,8,19,14,IA021,0,0,2,5
12,8,30,18,IA021,0,-3,2,5
13,8,11,26,IA094,85,-26,0,0
14,8,29,20,IA098,35,-20,0,0
14,8,2,27,IA010,0,-27,0,0
15,8,21,8,IA098,11,-8,0,0
15,8,9,20,IA098,23,-20,0,0
16,8,3,5,IA022,-3,-5,0,0
18,8,30,21,IA010,3,-21,0,0
19,8,6,14,IA094,-102,-14,0,0
19,8,16,21,IA011,2,-21,0,0
5,9,29,12,IA094,67,-44,0,0
6,9,12,13,IA010,0,-45,0,0
12,9,15,6,CHECKPOINT,1,-38,0,0
12,9,0,7,IA011,0,-39,0,0
12,9,30,7,IA010,0,-39,0,0
16,9,14,1,IA008,0,-33,0,0
