Adv2,INTERACTABLES,15,4,,,,,
7,1,9,21,CHECKPOINT,1,-53,0,0
3,2,0,26,IA021,-96,-90,0,0
3,2,24,26,IA021,-120,-90,0,0
4,2,31,25,IA104,97,-89,0,0
5,2,1,25,IA104,95,-89,0,0
5,2,3,25,IA104,93,-89,0,0
7,2,14,21,IA008,2,-85,0,0
1,3,17,2,IA104,-49,-98,0,0
1,3,19,2,IA104,-51,-98,0,0
1,3,21,2,IA104,-53,-98,0,0
1,3,23,2,IA104,-55,-98,0,0
1,3,25,2,IA104,-57,-98,0,0
1,3,27,2,IA104,-59,-98,0,0
1,3,29,2,IA104,-61,-98,0,0
1,3,31,2,IA104,-63,-98,0,0
2,3,1,2,IA104,-65,-98,0,0
2,3,3,2,IA104,-67,-98,0,0
2,3,5,2,IA104,-69,-98,0,0
2,3,7,2,IA104,-71,-98,0,0
4,3,17,2,IA104,111,-98,0,0
4,3,19,2,IA104,109,-98,0,0
4,3,21,2,IA104,107,-98,0,0
4,3,23,2,IA104,105,-98,0,0
4,3,25,2,IA104,103,-98,0,0
4,3,27,2,IA104,101,-98,0,0
4,3,29,2,IA104,99,-98,0,0
4,3,31,2,IA104,97,-98,0,0
5,3,1,2,IA104,95,-98,0,0
5,3,3,2,IA104,93,-98,0,0
5,3,5,2,IA104,91,-98,0,0
5,3,7,2,IA104,89,-98,0,0
