Adv2,INTERACTABLES,28,11,,,,,
1,0,17,18,IA059,2,-18,0,0
1,0,8,21,IA059,0,-21,0,0
3,0,23,12,IA049,-119,-12,0,0
3,0,31,12,IA049,-127,-12,0,0
4,0,5,12,IA049,123,-12,0,0
4,0,18,16,IA022,110,-16,0,0
6,0,10,12,IA049,54,-12,0,0
7,0,23,21,IA049,-3,0,5,2
8,0,1,9,IA058,0,0,0,0
8,0,8,9,IA058,1,0,30,0
8,0,15,9,IA058,2,0,60,0
8,0,22,9,IA058,3,0,90,0
8,0,29,9,IA058,4,0,120,0
8,0,19,30,IA049,-19,-30,0,0
8,0,31,30,IA049,-31,-30,0,0
9,0,11,13,IA069,0,0,13,5
9,0,24,13,IA069,1,0,13,5
9,0,10,18,IA001,-42,-18,0,0
9,0,28,31,IA049,-60,-31,0,0
10,0,6,18,IA001,-70,-18,0,0
10,0,16,22,IA013,0,-22,0,0
11,0,29,26,IA049,-125,-26,0,0
12,0,8,26,IA049,120,-26,0,0
13,0,20,20,IA045,76,0,0,0
14,0,14,12,CHECKPOINT,3,-12,0,0
14,0,23,12,IA042,41,0,0,0
15,0,19,12,IA042,13,0,0,0
16,0,9,19,IA059,2,-19,0,0
16,0,24,22,IA059,0,-22,0,0
17,0,6,25,IA059,1,-25,0,0
18,0,26,18,IA048,-4,0,5,2
19,0,12,29,IA049,-5,0,7,2
20,0,30,12,IA060,98,-12,0,0
20,0,17,31,IA059,0,-31,0,0
20,0,29,31,IA059,1,-31,0,0
21,0,7,31,IA059,2,-31,0,0
4,1,4,4,IA060,124,-36,0,0
4,1,30,11,IA049,98,-43,0,0
4,1,19,23,IA008,1,-55,0,0
5,1,14,4,IA045,82,-36,0,0
5,1,6,11,IA049,90,-43,0,0
5,1,29,20,IA067,80,0,64,0
5,1,29,21,IA065,5,0,60,30
6,1,0,20,IA065,76,39,60,31
7,1,2,1,IA049,0,0,2,6
7,1,16,6,IA106,12,1,12,0
7,1,18,6,IA070,1,0,9,4
7,1,26,7,IA106,-80,70,10,1
7,1,16,8,IA106,12,-1,12,0
7,1,18,14,IA106,10,0,10,2
7,1,26,14,IA106,-10,9,10,3
7,1,18,20,IA106,10,0,10,4
7,1,26,20,IA106,-10,9,10,5
7,1,18,26,IA106,10,0,10,6
7,1,26,26,IA106,-10,9,10,7
8,1,21,18,IA054,-21,-50,0,0
8,1,30,29,IA048,0,0,6,2
9,1,13,2,IA021,-8,0,10,2
9,1,24,12,IA049,-56,-44,0,0
9,1,12,31,IA012,1,-63,0,0
10,1,25,8,IA067,60,0,56,0
10,1,28,8,IA065,51,25,50,31
10,1,25,9,IA065,6,0,30,30
10,1,0,16,IA005,-64,-48,0,0
11,1,22,4,IA005,-118,-36,0,0
11,1,2,10,IA002,-98,-42,0,0
11,1,6,10,IA002,-102,-42,0,0
11,1,14,16,IA053,0,0,0,0
11,1,22,22,IA002,-118,-54,0,0
11,1,26,22,IA002,-122,-54,0,0
11,1,13,30,IA059,2,-62,0,0
12,1,3,1,IA049,0,-4,2,6
12,1,20,31,IA049,0,-5,2,6
12,1,24,31,IA049,0,0,2,6
13,1,13,11,IA008,1,-43,0,0
13,1,25,15,IA059,0,-47,0,0
13,1,28,24,IA059,2,-56,0,0
14,1,4,16,IA059,1,-48,0,0
14,1,22,25,IA067,60,0,56,0
14,1,26,25,IA065,9,5,15,31
14,1,22,26,IA065,6,0,30,30
15,1,2,28,IA002,30,-60,0,0
15,1,6,28,IA002,26,-60,0,0
15,1,10,28,IA002,22,-60,0,0
15,1,2,29,IA066,74,32,35,0
16,1,12,1,IA050,0,6,7,2
16,1,12,1,IA050,6,6,7,2
16,1,12,1,IA049,-12,-33,0,0
16,1,12,1,IA050,4,6,7,2
16,1,12,1,IA050,2,6,7,2
16,1,2,16,IA042,-2,0,0,0
16,1,19,16,IA042,-19,0,0,0
17,1,27,5,IA054,-59,-37,0,0
17,1,1,9,IA049,-33,-41,0,0
17,1,7,9,IA049,-39,-41,0,0
17,1,17,22,IA042,-49,0,0,0
19,1,30,5,SPECIAL_SPRING,-126,-37,0,0
19,1,28,20,IA042,-124,0,0,0
20,1,3,5,IA054,125,-37,0,0
20,1,20,10,IA042,108,0,0,0
21,1,24,6,IA106,12,1,12,0
21,1,26,6,IA070,1,0,9,4
21,1,24,8,IA106,12,-1,12,0
21,1,26,14,IA106,10,0,10,2
21,1,26,20,IA106,10,0,10,4
21,1,26,26,IA106,10,0,10,6
22,1,2,7,IA106,-10,9,10,1
22,1,2,14,IA106,-10,9,10,3
22,1,2,20,IA106,-10,9,10,5
22,1,2,26,IA106,-10,9,10,7
3,2,30,9,IA049,-126,-73,0,0
4,2,15,7,IA054,0,-71,0,0
4,2,5,9,IA049,123,-73,0,0
4,2,13,28,IA049,115,-92,0,0
4,2,19,28,IA049,109,-92,0,0
5,2,8,17,IA022,88,-81,0,0
5,2,11,26,IA049,85,-90,0,0
5,2,15,26,IA049,81,-90,0,0
6,2,25,23,IA021,0,0,8,2
7,2,18,0,IA106,10,0,10,8
7,2,26,0,IA106,-10,9,10,9
7,2,18,6,IA106,10,0,10,10
7,2,26,6,IA106,-10,9,10,11
7,2,4,8,IA053,0,0,0,0
7,2,18,12,IA106,10,0,10,12
7,2,26,12,IA106,-10,9,10,13
7,2,18,18,IA106,10,0,10,14
7,2,26,18,IA106,-10,9,10,15
7,2,18,24,IA106,10,0,10,16
7,2,26,24,IA106,-10,9,10,17
7,2,18,30,IA106,10,0,10,18
7,2,26,30,IA106,-10,9,10,19
8,2,11,24,IA068,-11,33,0,0
8,2,9,25,IA065,6,0,15,32
8,2,14,31,IA074,-14,-95,0,0
9,2,18,18,IA061,1,0,5,2
9,2,4,24,IA001,-36,-88,0,0
9,2,8,24,IA001,-40,-88,0,0
9,2,28,24,IA001,-60,-88,0,0
10,2,11,2,IA002,-75,-66,0,0
10,2,15,2,IA002,-79,-66,0,0
10,2,9,18,IA061,1,0,4,2
10,2,0,24,IA001,-64,-88,0,0
11,2,29,0,IA049,0,-3,2,5
11,2,2,3,IA049,0,-67,0,0
11,2,7,3,IA049,-103,-67,0,0
11,2,20,4,IA059,1,-68,0,0
11,2,9,21,IA054,-105,-85,0,0
12,2,15,0,IA068,113,37,0,0
12,2,12,1,IA065,6,0,15,36
12,2,12,19,IA013,1,-83,0,0
14,2,21,5,IA055,-8,0,9,2
14,2,9,20,IA054,55,-84,0,0
14,2,25,22,IA048,0,0,4,2
14,2,18,28,IA049,46,-92,0,0
15,2,13,15,IA049,19,-79,0,0
16,2,13,30,IA049,0,0,2,4
18,2,9,6,IA072,22,5,-112,-112
18,2,26,11,IA055,0,0,7,2
18,2,23,17,IA055,-7,0,8,2
19,2,28,23,IA044,-124,-87,0,0
20,2,7,15,IA069,0,0,13,5
20,2,19,15,IA069,0,0,13,5
20,2,6,22,IA052,0,-86,0,0
20,2,8,22,IA052,120,-86,0,0
20,2,6,27,IA052,0,-91,0,0
20,2,8,27,IA052,120,-91,0,0
20,2,23,30,IA055,0,0,8,2
21,2,26,0,IA106,10,0,10,8
21,2,26,6,IA106,10,0,10,10
21,2,26,8,IA070,0,0,8,2
21,2,29,11,IA106,0,6,10,127
21,2,11,30,IA049,85,-94,0,0
22,2,2,0,IA106,-10,9,10,9
22,2,2,6,IA106,-8,12,10,11
3,3,24,0,IA053,-120,-96,0,0
3,3,31,1,IA054,-127,-97,0,0
3,3,31,15,IA052,-127,-111,0,0
3,3,31,21,IA052,-127,-117,0,0
4,3,16,7,IA069,1,0,12,5
4,3,14,25,IA048,0,0,9,2
5,3,12,14,IA064,1,-110,0,0
6,3,23,30,IA011,1,-126,0,0
7,3,18,4,IA106,10,0,10,20
7,3,26,4,IA106,-10,9,10,21
7,3,18,10,IA106,10,0,10,22
7,3,26,10,IA106,-10,9,10,23
7,3,18,12,IA070,0,0,9,2
7,3,18,16,IA106,0,6,10,127
8,3,29,25,IA058,6,0,0,0
8,3,20,28,IA058,5,0,0,0
9,3,20,6,IA042,-52,-102,0,0
9,3,29,18,IA055,0,-2,2,4
9,3,5,22,IA058,7,0,0,0
10,3,31,12,IA006,-95,-108,0,0
10,3,14,24,CHECKPOINT,2,-120,0,0
10,3,29,25,IA054,-93,-121,0,0
11,3,19,13,IA069,0,0,13,5
11,3,31,13,IA069,0,0,13,5
11,3,11,16,IA049,-107,-112,0,0
12,3,22,16,IA021,-6,0,7,2
13,3,0,21,IA049,96,-117,0,0
14,3,21,19,IA054,43,-115,0,0
15,3,3,30,CHECKPOINT,5,-126,0,0
15,3,13,30,IA042,19,0,0,0
17,3,26,14,IA061,1,0,5,2
17,3,12,20,IA001,-44,-116,0,0
17,3,16,20,IA001,-48,-116,0,0
18,3,18,14,IA061,-5,0,5,2
18,3,4,20,IA001,-68,-116,0,0
18,3,8,20,IA001,-72,-116,0,0
18,3,28,20,IA001,-92,-116,0,0
19,3,31,8,IA057,-127,-104,0,0
19,3,10,14,IA061,1,0,5,2
19,3,0,20,IA001,-96,-116,0,0
20,3,8,16,IA049,120,-112,0,0
20,3,8,20,IA049,120,-116,0,0
20,3,8,24,IA049,120,-120,0,0
21,3,7,2,IA049,89,-98,0,0
21,3,3,6,IA049,93,-102,0,0
3,4,30,16,IA053,-126,112,0,0
4,4,9,19,IA054,119,109,0,0
4,4,31,20,IA049,97,108,0,0
5,4,14,2,IA106,0,-24,20,0
5,4,12,3,IA064,1,125,0,0
5,4,29,5,IA051,0,123,0,0
5,4,15,12,IA059,0,116,0,0
5,4,20,14,IA059,1,114,0,0
5,4,7,20,IA049,89,108,0,0
5,4,24,21,IA049,72,107,0,0
6,4,12,4,IA053,0,0,0,0
6,4,13,20,IA106,14,0,10,0
6,4,31,20,IA106,14,0,10,127
6,4,26,21,IA107,0,107,0,0
6,4,26,25,IA106,0,31,20,127
6,4,0,29,IA045,64,99,0,0
7,4,7,19,IA063,0,109,0,0
7,4,28,29,IA011,0,99,0,0
8,4,7,0,IA058,0,0,0,0
9,4,12,0,IA045,-44,-128,0,0
10,4,29,2,IA052,-93,126,0,0
10,4,29,8,IA052,-93,120,0,0
11,4,21,3,IA048,-10,0,11,2
11,4,9,23,IA054,-105,105,0,0
11,4,29,27,IA051,-125,101,0,0
12,4,13,7,IA059,1,121,0,0
12,4,1,17,IA049,127,111,0,0
12,4,12,17,IA049,116,111,0,0
12,4,22,17,IA049,106,111,0,0
12,4,3,27,IA051,125,101,0,0
12,4,9,27,IA051,119,101,0,0
12,4,15,27,IA051,113,101,0,0
12,4,21,27,IA051,107,101,0,0
13,4,28,16,IA053,0,0,0,0
15,4,0,4,IA065,-66,33,60,33
16,4,10,1,IA062,-10,127,0,0
18,4,10,30,IA055,-3,0,4,2
19,4,15,11,IA069,0,0,13,5
19,4,16,31,IA044,-112,97,0,0
20,4,8,11,IA069,1,0,13,5
20,4,30,15,IA048,-5,0,6,2
21,4,12,23,IA069,1,0,13,5
21,4,24,23,IA069,1,0,13,5
22,4,0,16,IA049,64,112,0,0
22,4,19,16,IA049,45,112,0,0
22,4,4,17,IA069,1,0,13,5
22,4,15,23,IA069,0,0,13,5
22,4,27,23,IA069,0,0,13,5
22,4,10,31,IA055,0,0,10,2
24,4,6,25,IA062,-6,103,0,0
5,5,7,14,IA042,89,0,0,0
5,5,20,14,IA042,76,0,0,0
6,5,24,19,IA064,0,77,0,0
8,5,26,30,IA049,-26,66,0,0
9,5,24,20,IA053,-56,76,0,0
9,5,24,20,IA053,0,0,0,0
10,5,18,30,IA065,12,6,12,35
11,5,8,4,IA049,-104,92,0,0
11,5,31,25,IA054,0,71,0,0
12,5,0,21,IA069,1,0,13,5
12,5,12,21,IA069,1,0,13,5
13,5,1,0,IA068,95,40,1,0
13,5,2,1,IA065,-6,0,15,39
13,5,9,12,IA052,0,84,0,0
13,5,9,17,IA052,0,79,0,0
13,5,28,20,IA071,3,0,12,4
13,5,28,28,IA071,1,0,12,4
14,5,20,15,IA044,44,81,0,0
14,5,30,24,IA049,-7,0,9,2
15,5,24,8,IA010,1,88,0,0
15,5,2,24,IA049,-7,0,9,2
15,5,6,24,IA049,-7,0,9,2
18,5,12,20,IA045,-76,76,0,0
19,5,26,15,IA008,0,81,0,0
20,5,17,4,IA055,0,0,6,2
20,5,26,10,IA056,102,86,0,0
23,5,12,20,IA002,20,76,0,0
23,5,16,20,IA002,16,76,0,0
7,6,22,0,IA042,10,0,0,0
8,6,16,0,CHECKPOINT,1,64,0,0
9,6,7,10,IA050,2,6,6,2
9,6,7,10,IA049,-39,54,0,0
9,6,7,10,IA050,0,6,6,2
9,6,7,10,IA050,4,6,6,2
9,6,7,10,IA050,6,6,6,2
9,6,8,26,IA056,-40,38,0,0
9,6,25,28,IA106,14,0,10,0
10,6,28,4,IA065,6,0,30,36
10,6,31,4,IA068,-95,37,0,0
10,6,19,27,IA063,0,37,0,0
10,6,11,28,IA106,14,0,10,127
10,6,6,29,IA107,0,35,0,0
11,6,4,0,CHECKPOINT,4,64,0,0
11,6,17,0,IA049,-113,64,0,0
11,6,6,9,IA049,-102,55,0,0
11,6,24,28,IA001,-120,36,0,0
11,6,28,28,IA001,-124,36,0,0
12,6,6,22,IA061,1,0,5,2
12,6,30,22,IA061,1,0,5,2
12,6,16,28,IA001,112,36,0,0
12,6,20,28,IA001,108,36,0,0
13,6,16,4,IA013,0,60,0,0
13,6,25,11,IA021,0,-2,2,4
13,6,19,17,IA059,0,47,0,0
13,6,10,30,IA011,1,34,0,0
14,6,22,6,CHECKPOINT,6,58,0,0
