Adv2,INTERACTABLES,35,11,,,,,
9,0,22,11,IA009,0,-11,0,0
18,0,31,0,TOGGLE_PLAYER_LAYER__BACK,0,0,2,16
18,0,31,16,TOGGLE_PLAYER_LAYER__BACK,0,0,2,16
19,0,1,0,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,16
19,0,16,0,TOGGLE_PLAYER_LAYER__BACK,0,0,3,16
19,0,1,16,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,16
19,0,16,16,TOGGLE_PLAYER_LAYER__BACK,0,0,3,16
21,0,0,0,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,16
21,0,3,0,TOGGLE_PLAYER_LAYER__BACK,0,0,2,16
21,0,0,16,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,16
21,0,3,16,TOGGLE_PLAYER_LAYER__BACK,0,0,2,16
3,1,22,15,IA081,0,0,2,6
4,1,4,5,IA012,0,-37,0,0
7,1,14,17,IA008,0,-49,0,0
9,1,0,8,IA013,-32,-40,0,0
18,1,31,0,TOGGLE_PLAYER_LAYER__BACK,0,0,2,16
19,1,1,0,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,16
19,1,16,0,TOGGLE_PLAYER_LAYER__BACK,0,0,3,3
20,1,24,14,IA026,1,0,5,5
20,1,20,20,TOGGLE_PLAYER_LAYER__FRONT,0,0,12,3
21,1,0,0,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,16
21,1,3,0,TOGGLE_PLAYER_LAYER__BACK,0,0,2,16
21,1,0,16,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,16
21,1,3,16,TOGGLE_PLAYER_LAYER__BACK,0,0,2,16
23,1,4,8,IA019,0,0,3,2
23,1,22,14,IA086,0,-46,55,0
4,2,8,5,IA081,0,0,7,2
5,2,15,11,TOGGLE_PLAYER_LAYER__BACK,0,0,5,2
5,2,31,12,TOGGLE_PLAYER_LAYER__BACK,0,0,3,3
5,2,15,13,TOGGLE_PLAYER_LAYER__BACK,0,0,2,22
5,2,17,13,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,22
5,2,13,19,IA021,0,0,2,6
6,2,12,9,IA013,0,-73,0,0
6,2,2,12,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,3
7,2,2,21,IA008,0,-85,0,0
8,2,17,24,IA084,1,1,0,0
16,2,4,0,IA013,0,-64,0,0
16,2,17,4,IA081,0,0,5,2
17,2,4,9,IA016,-36,-73,0,0
19,2,0,1,IA114,0,-65,0,0
19,2,7,8,IA031,-103,0,0,0
21,2,0,0,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,16
21,2,3,0,TOGGLE_PLAYER_LAYER__BACK,0,0,2,16
21,2,30,13,IA010,1,-77,0,0
24,2,25,26,IA020,0,0,9,4
25,2,21,12,IA022,-53,-76,0,0
10,3,18,10,IA086,0,-106,55,0
10,3,27,27,IA081,-6,0,8,2
11,3,16,5,IA092,1,-101,0,0
12,3,13,19,IA087,115,-115,0,0
12,3,22,19,IA087,106,-115,0,0
12,3,20,29,IA092,1,-125,0,0
15,3,20,4,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,3
15,3,23,4,TOGGLE_PLAYER_LAYER__BACK,0,0,3,3
15,3,10,14,IA081,0,0,2,4
15,3,6,29,IA081,0,-2,2,4
16,3,4,3,TOGGLE_PLAYER_LAYER__BACK,0,0,5,2
16,3,4,5,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,21
16,3,7,5,TOGGLE_PLAYER_LAYER__BACK,0,0,2,21
17,3,8,17,IA027,-5,-7,12,16
17,3,20,17,IA027,-5,-7,12,16
1,4,22,31,IA062,-54,97,0,0
3,4,18,4,IA005,-114,124,0,0
5,4,9,26,IA082,0,0,7,2
5,4,29,26,IA082,-5,0,7,2
6,4,3,14,IA026,0,0,5,5
8,4,30,29,IA008,0,99,0,0
10,4,11,16,TOGGLE_PLAYER_LAYER__BACK,0,0,5,2
10,4,27,17,TOGGLE_PLAYER_LAYER__BACK,0,0,3,3
10,4,30,17,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,3
10,4,11,18,TOGGLE_PLAYER_LAYER__BACK,0,0,2,22
10,4,13,18,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,22
11,4,6,14,IA008,0,114,0,0
12,4,0,25,IA090,0,0,12,16
17,4,8,1,IA027,-5,-7,12,16
17,4,20,1,IA027,-5,-7,12,16
17,4,8,17,IA027,-5,-7,12,16
17,4,20,17,IA027,-5,-7,12,16
20,4,15,26,IA055,0,1,6,2
2,5,27,21,TOGGLE_PLAYER_LAYER__BACK,0,0,5,2
2,5,27,23,TOGGLE_PLAYER_LAYER__BACK,0,0,2,11
2,5,29,23,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,11
3,5,11,12,TOGGLE_PLAYER_LAYER__BACK,-1,0,3,3
3,5,14,12,TOGGLE_PLAYER_LAYER__FRONT,-1,0,3,3
8,5,13,14,IA081,-2,0,4,2
8,5,0,23,IA088,0,73,0,0
12,5,8,2,IA097,1,94,0,0
12,5,3,7,IA097,0,89,0,0
12,5,0,9,IA090,0,0,12,16
12,5,7,15,IA097,2,81,0,0
12,5,2,22,IA097,0,74,0,0
12,5,0,25,IA090,0,0,12,16
12,5,8,25,IA097,1,71,0,0
12,5,5,29,IA097,1,67,0,0
13,5,4,1,IA021,0,0,4,2
13,5,24,1,IA092,1,95,0,0
13,5,14,15,IA008,0,81,0,0
14,5,26,3,IA087,38,93,0,0
14,5,26,15,IA087,38,81,0,0
14,5,26,27,IA087,38,69,0,0
15,5,1,3,IA087,31,93,0,0
15,5,10,3,IA087,22,93,0,0
15,5,13,27,IA087,19,69,0,0
15,5,22,27,IA087,10,69,0,0
17,5,8,1,IA027,-5,-7,12,16
17,5,20,1,IA027,-5,-7,12,16
17,5,8,2,IA105,1,0,24,4
20,5,1,8,IA088,127,88,0,0
20,5,29,10,IA086,6,86,27,0
20,5,10,18,IA086,0,78,55,0
31,5,28,13,IA003,4,83,0,0
31,5,28,17,IA003,4,79,0,0
5,6,16,8,IA085,80,56,0,0
5,6,30,12,IA085,66,52,0,0
5,6,2,13,IA016,94,51,0,0
5,6,10,24,IA001,86,40,0,0
5,6,14,24,IA001,82,40,0,0
5,6,18,24,IA001,78,40,0,0
5,6,22,24,IA001,74,40,0,0
5,6,26,24,IA001,70,40,0,0
5,6,30,24,IA001,66,40,0,0
