Adv2,INTERACTABLES,30,11,,,,,
7,0,25,8,IA049,7,-8,0,0
7,0,28,24,IA045,4,-24,0,0
9,0,25,31,IA054,-57,-31,0,0
10,0,27,13,IA069,0,0,13,5
10,0,22,18,IA021,0,0,2,4
11,0,26,12,IA005,-122,-12,0,0
11,0,7,13,IA069,0,0,13,5
11,0,31,13,IA069,0,0,13,5
12,0,11,13,IA069,0,0,13,5
13,0,27,19,IA021,-5,0,7,2
13,0,10,23,IA003,86,-23,0,0
13,0,10,27,IA003,86,-27,0,0
14,0,10,15,IA021,0,0,6,2
15,0,4,15,IA060,28,-15,0,0
16,0,28,15,IA049,-28,-15,0,0
16,0,8,26,IA049,-8,-26,0,0
16,0,8,30,IA049,-8,-30,0,0
17,0,20,2,IA003,-52,-2,0,0
17,0,20,6,IA003,-52,-6,0,0
17,0,11,9,IA059,0,-9,0,0
17,0,2,15,IA049,-34,-15,0,0
17,0,11,21,IA059,1,-21,0,0
17,0,24,30,IA114,0,-30,0,0
18,0,12,2,IA004,-76,-2,0,0
18,0,12,6,IA004,-76,-6,0,0
19,0,17,7,IA060,-113,-7,0,0
19,0,3,25,IA069,0,0,13,5
19,0,15,25,IA069,0,0,13,5
20,0,17,24,CHECKPOINT,6,-24,0,0
20,0,5,28,IA021,0,0,5,2
21,0,6,23,IA074,90,-23,0,0
28,0,15,1,STAGE_GOAL,0,0,0,0
28,0,15,17,STAGE_GOAL,0,0,0,0
3,1,13,22,IA059,1,-54,0,0
3,1,4,28,IA059,0,-60,0,0
3,1,11,29,IA069,0,0,13,5
3,1,23,29,IA069,0,0,13,5
4,1,5,24,IA059,2,-56,0,0
5,1,27,16,IA059,1,-48,0,0
5,1,18,25,IA059,1,-57,0,0
5,1,5,28,IA059,2,-60,0,0
6,1,9,19,IA059,2,-51,0,0
6,1,0,25,IA059,0,-57,0,0
7,1,14,17,IA008,0,-49,0,0
7,1,4,26,IA045,28,-58,0,0
7,1,28,28,IA053,4,0,0,0
8,1,20,16,IA053,-20,0,0,0
8,1,17,20,IA067,60,0,56,0
8,1,20,20,IA065,76,38,60,31
8,1,17,21,IA065,5,0,60,30
8,1,8,22,IA053,-8,0,0,0
8,1,29,27,IA059,1,-59,0,0
8,1,21,30,IA059,0,-62,0,0
9,1,4,25,IA059,2,-57,0,0
9,1,30,28,IA053,0,0,0,0
10,1,21,4,IA058,0,2,0,0
10,1,29,4,IA058,5,2,0,0
10,1,4,16,IA010,1,-48,0,0
11,1,5,4,IA058,6,2,0,0
11,1,13,4,IA058,7,2,0,0
11,1,30,10,IA005,-126,-42,0,0
12,1,25,8,IA052,103,-40,0,0
12,1,25,14,IA052,103,-46,0,0
13,1,9,2,IA052,0,-34,0,0
13,1,7,22,IA049,89,-54,0,0
13,1,10,27,IA049,86,-59,0,0
14,1,27,4,CHECKPOINT,1,-36,0,0
14,1,18,23,IA008,0,-55,0,0
14,1,6,28,IA001,58,-60,0,0
15,1,0,5,IA069,1,0,13,5
15,1,12,5,IA069,1,0,13,5
16,1,23,5,IA054,-23,-37,0,0
16,1,27,29,IA069,0,0,13,5
17,1,6,12,IA048,0,0,9,2
17,1,27,17,IA051,0,-49,0,0
17,1,7,29,IA069,0,0,13,5
18,1,0,17,IA051,0,-49,0,0
18,1,5,17,IA051,0,-49,0,0
19,1,5,11,IA021,0,0,9,2
19,1,22,23,IA045,-118,-55,0,0
20,1,7,9,IA054,0,-41,0,0
20,1,4,28,IA009,1,-60,0,0
22,1,16,16,IA053,48,0,0,0
22,1,24,28,IA059,2,-60,0,0
24,1,12,16,IA053,0,0,0,0
28,1,15,0,STAGE_GOAL,0,0,0,0
28,1,15,15,STAGE_GOAL,0,0,0,0
1,2,28,0,IA049,-60,-64,0,0
1,2,5,21,IA054,-37,-85,0,0
1,2,24,26,IA042,-56,-90,0,0
1,2,10,29,IA062,-42,-93,0,0
3,2,23,14,IA050,2,6,5,2
3,2,23,14,IA049,2,-78,0,0
3,2,23,14,IA050,6,6,5,2
4,2,28,8,IA011,2,-72,0,0
5,2,26,4,IA049,0,0,8,2
6,2,24,5,IA044,40,-69,0,0
7,2,1,18,IA049,0,0,2,5
7,2,1,22,IA049,0,0,2,5
7,2,1,26,IA049,0,0,2,5
8,2,13,7,IA049,-13,-71,0,0
9,2,12,5,IA021,0,0,8,2
10,2,19,18,IA068,-83,33,0,0
10,2,16,19,IA065,6,0,30,32
11,2,14,12,IA061,0,0,6,2
11,2,0,18,IA001,-96,-82,0,0
11,2,4,18,IA001,-100,-82,0,0
11,2,24,18,IA001,-120,-82,0,0
11,2,28,18,IA001,-124,-82,0,0
12,2,6,12,IA061,0,0,6,2
12,2,20,20,IA002,108,-84,0,0
12,2,24,20,IA002,104,-84,0,0
15,2,9,3,IA051,0,-67,0,0
15,2,14,3,IA051,0,-67,0,0
15,2,19,3,IA051,0,-67,0,0
15,2,9,19,IA051,23,-83,0,0
15,2,14,19,IA051,18,-83,0,0
15,2,19,19,IA051,13,-83,0,0
16,2,4,2,IA053,0,0,0,0
16,2,4,21,IA069,1,0,13,5
16,2,15,21,IA069,0,0,13,5
