Adv2,INTERACTABLES,17,32,,,,,
7,0,16,15,IA090,0,0,18,13
7,0,25,23,IA103,7,-23,0,0
7,0,16,28,IA090,0,0,18,14
8,0,12,0,STAGE_GOAL,0,1,0,0
8,0,14,0,STAGE_GOAL,0,1,0,0
8,0,16,0,STAGE_GOAL,0,1,0,0
8,0,15,12,IA081,2,0,4,2
8,0,4,21,STAGE_GOAL,1,0,0,0
8,0,24,22,IA008,0,-22,0,0
6,1,29,29,IA055,0,0,2,7
7,1,25,1,IA103,7,-33,0,0
7,1,16,13,IA004,16,-45,0,0
7,1,11,25,IA031,21,0,0,0
8,1,7,16,IA055,-4,1,6,2
8,1,25,23,IA055,0,1,5,2
9,1,7,16,IA009,1,-48,0,0
6,2,24,17,IA001,40,-81,0,0
9,2,5,29,IA031,0,-93,0,0
6,3,0,10,IA011,3,-106,0,0
9,3,12,2,IA004,-44,-98,0,0
9,3,18,21,IA031,-50,0,0,0
10,3,7,4,IA055,-10,1,12,2
11,3,7,2,IA055,0,1,9,2
11,3,9,24,IA021,0,0,6,2
11,3,30,28,IA008,1,-124,0,0
5,4,30,7,IA002,66,121,0,0
6,4,3,7,IA025,61,121,0,0
7,4,4,14,IA010,1,114,0,0
7,4,30,26,IA008,3,102,0,0
8,4,11,6,IA021,-5,0,7,2
8,4,5,25,IA001,-5,103,0,0
8,4,23,25,IA031,-23,0,0,0
8,4,14,26,IA022,-14,102,0,0
9,4,9,6,IA047,-41,0,0,0
11,4,10,1,IA005,-106,127,0,0
11,4,14,1,IA001,-110,127,0,0
11,4,18,1,IA001,-114,127,0,0
5,5,11,5,IA047,0,91,0,0
5,5,27,29,IA031,0,67,0,0
6,5,18,24,IA081,0,0,8,2
9,5,10,12,IA109,1,0,2,20
9,5,12,12,IA109,2,0,2,20
10,5,12,21,IA082,0,0,2,4
12,5,26,14,IA002,102,82,0,0
12,5,30,14,IA006,98,82,0,0
12,5,8,16,IA082,0,0,4,2
7,6,25,9,IA031,0,55,0,0
7,6,28,16,IA004,4,48,0,0
8,6,19,0,IA021,0,-4,2,6
8,6,11,5,IA093,0,0,2,5
8,6,3,8,IA093,0,-4,2,6
10,6,30,10,IA109,1,0,2,12
10,6,30,22,IA109,1,0,2,14
10,6,13,24,IA082,0,0,2,4
11,6,0,10,IA109,2,0,2,12
11,6,0,22,IA109,2,0,2,14
12,6,4,11,IA009,0,53,0,0
12,6,8,24,IA006,120,40,0,0
4,7,13,11,IA106,0,30,20,1
4,7,24,11,IA110,-30,0,2,0
5,7,13,3,TOGGLE_PLAYER_LAYER__BACK,0,0,4,12
5,7,17,4,TOGGLE_PLAYER_LAYER__FRONT,0,0,4,11
6,7,6,2,IA008,5,-56,0,0
6,7,10,2,IA008,5,-56,0,0
6,7,14,2,IA008,5,-56,0,0
6,7,18,2,IA008,5,-56,0,0
6,7,22,2,IA008,5,-56,0,0
6,7,26,2,IA008,5,-56,0,0
6,7,30,2,IA008,5,-56,0,0
6,7,16,24,IA100,0,8,0,0
7,7,2,2,IA008,5,-56,0,0
7,7,31,22,IA022,1,10,0,0
7,7,31,31,IA021,1,1,0,0
8,7,12,14,IA008,0,18,0,0
9,7,28,2,IA008,0,30,0,0
12,7,30,1,IA001,98,31,0,0
12,7,12,28,TOGGLE_PLAYER_LAYER__FRONT,0,0,22,3
13,7,2,1,IA001,94,31,0,0
13,7,6,15,TOGGLE_PLAYER_LAYER__BACK,0,0,3,13
13,7,17,23,IA110,12,0,3,0
13,7,25,23,IA106,0,120,80,1
13,7,2,27,TOGGLE_PLAYER_LAYER__FRONT,0,0,4,21
13,7,6,28,TOGGLE_PLAYER_LAYER__BACK,0,0,4,20
4,8,13,3,IA106,25,0,15,2
4,8,31,3,IA111,97,30,2,3
8,8,16,24,IA100,0,-24,0,0
10,8,5,26,IA100,-69,0,0,0
11,8,13,6,IA100,-109,0,0,0
13,8,2,16,TOGGLE_PLAYER_LAYER__FRONT,0,0,4,19
13,8,6,16,TOGGLE_PLAYER_LAYER__BACK,0,0,4,19
13,8,16,19,IA003,80,-19,0,0
13,8,16,23,IA003,80,-23,0,0
13,8,16,27,IA003,80,-27,0,0
8,9,29,14,IA100,-29,0,0,0
9,9,24,12,IA100,0,-44,0,0
10,9,24,28,IA100,0,-60,0,0
13,9,25,1,IA106,0,120,80,2
13,9,2,3,TOGGLE_PLAYER_LAYER__FRONT,0,0,4,20
13,9,6,3,TOGGLE_PLAYER_LAYER__BACK,0,0,4,20
13,9,2,23,TOGGLE_PLAYER_LAYER__FRONT,0,0,4,16
13,9,6,23,TOGGLE_PLAYER_LAYER__BACK,0,0,5,16
6,10,23,17,IA100,41,0,0,0
7,10,23,1,IA100,9,0,0,0
11,10,26,13,IA100,0,-77,0,0
12,10,24,28,IA100,0,-92,0,0
13,10,2,7,TOGGLE_PLAYER_LAYER__FRONT,0,0,4,14
13,10,6,7,TOGGLE_PLAYER_LAYER__BACK,0,0,5,14
13,10,2,21,TOGGLE_PLAYER_LAYER__FRONT,0,0,4,17
13,10,6,21,TOGGLE_PLAYER_LAYER__BACK,0,0,5,18
4,11,22,30,IA008,1,-126,0,0
5,11,9,5,IA031,87,0,0,0
13,11,19,3,IA111,77,30,3,4
13,11,25,3,IA106,-15,0,10,3
7,12,1,9,IA031,1,119,0,0
8,12,25,21,IA031,0,107,0,0
11,12,17,9,IA031,0,119,0,0
12,12,20,16,TOGGLE_PLAYER_LAYER__BACK,0,0,4,5
12,12,23,16,TOGGLE_PLAYER_LAYER__BACK,0,0,15,4
13,12,6,16,TOGGLE_PLAYER_LAYER__BACK,0,0,3,5
13,12,0,20,CHECKPOINT,3,108,0,0
14,12,14,0,IA004,50,-128,0,0
14,12,14,4,IA004,50,124,0,0
14,12,14,8,IA004,50,120,0,0
14,12,14,12,IA004,50,116,0,0
5,13,24,22,IA021,0,0,2,6
7,13,28,25,IA031,4,0,0,0
9,13,18,13,IA031,-50,0,0,0
12,13,20,3,TOGGLE_PLAYER_LAYER__BACK,0,0,3,13
12,13,23,3,TOGGLE_PLAYER_LAYER__FRONT,0,0,3,13
12,13,21,13,IA031,107,0,0,0
5,14,7,5,IA071,1,0,4,20
5,14,17,5,IA071,2,0,4,20
5,14,17,24,IA071,2,0,4,20
5,14,7,25,IA071,1,0,4,19
